1,0.1,3,4
2,0.1,3,8
3,0.1,3,12
4,0.1,3,16
5,0.1,3,20
6,0.1,3,24
7,0.1,6,4
8,0.1,6,8
9,0.1,6,12
10,0.1,6,16
11,0.1,6,20
12,0.1,6,24
13,0.1,9,4
14,0.1,9,8
15,0.1,9,12
16,0.1,9,16
17,0.1,9,20
18,0.1,9,24
19,0.1,12,4
20,0.1,12,8
21,0.1,12,12
22,0.1,12,16
23,0.1,12,20
24,0.1,12,24
25,0.1,15,4
26,0.1,15,8
27,0.1,15,12
28,0.1,15,16
29,0.1,15,20
30,0.1,15,24
31,0.1,18,4
32,0.1,18,8
33,0.1,18,12
34,0.1,18,16
35,0.1,18,20
36,0.1,18,24
37,0.1,21,4
38,0.1,21,8
39,0.1,21,12
40,0.1,21,16
41,0.1,21,20
42,0.1,21,24
43,0.25,3,4
44,0.25,3,8
45,0.25,3,12
46,0.25,3,16
47,0.25,3,20
48,0.25,3,24
49,0.25,6,4
50,0.25,6,8
51,0.25,6,12
52,0.25,6,16
53,0.25,6,20
54,0.25,6,24
55,0.25,9,4
56,0.25,9,8
57,0.25,9,12
58,0.25,9,16
59,0.25,9,20
60,0.25,9,24
61,0.25,12,4
62,0.25,12,8
63,0.25,12,12
64,0.25,12,16
65,0.25,12,20
66,0.25,12,24
67,0.25,15,4
68,0.25,15,8
69,0.25,15,12
70,0.25,15,16
71,0.25,15,20
72,0.25,15,24
73,0.25,18,4
74,0.25,18,8
75,0.25,18,12
76,0.25,18,16
77,0.25,18,20
78,0.25,18,24
79,0.25,21,4
80,0.25,21,8
81,0.25,21,12
82,0.25,21,16
83,0.25,21,20
84,0.25,21,24
85,0.4,3,4
86,0.4,3,8
87,0.4,3,12
88,0.4,3,16
89,0.4,3,20
90,0.4,3,24
91,0.4,6,4
92,0.4,6,8
93,0.4,6,12
94,0.4,6,16
95,0.4,6,20
96,0.4,6,24
97,0.4,9,4
98,0.4,9,8
99,0.4,9,12
100,0.4,9,16
101,0.4,9,20
102,0.4,9,24
103,0.4,12,4
104,0.4,12,8
105,0.4,12,12
106,0.4,12,16
107,0.4,12,20
108,0.4,12,24
109,0.4,15,4
110,0.4,15,8
111,0.4,15,12
112,0.4,15,16
113,0.4,15,20
114,0.4,15,24
115,0.4,18,4
116,0.4,18,8
117,0.4,18,12
118,0.4,18,16
119,0.4,18,20
120,0.4,18,24
121,0.4,21,4
122,0.4,21,8
123,0.4,21,12
124,0.4,21,16
125,0.4,21,20
126,0.4,21,24
127,0.55,3,4
128,0.55,3,8
129,0.55,3,12
130,0.55,3,16
131,0.55,3,20
132,0.55,3,24
133,0.55,6,4
134,0.55,6,8
135,0.55,6,12
136,0.55,6,16
137,0.55,6,20
138,0.55,6,24
139,0.55,9,4
140,0.55,9,8
141,0.55,9,12
142,0.55,9,16
143,0.55,9,20
144,0.55,9,24
145,0.55,12,4
146,0.55,12,8
147,0.55,12,12
148,0.55,12,16
149,0.55,12,20
150,0.55,12,24
151,0.55,15,4
152,0.55,15,8
153,0.55,15,12
154,0.55,15,16
155,0.55,15,20
156,0.55,15,24
157,0.55,18,4
158,0.55,18,8
159,0.55,18,12
160,0.55,18,16
161,0.55,18,20
162,0.55,18,24
163,0.55,21,4
164,0.55,21,8
165,0.55,21,12
166,0.55,21,16
167,0.55,21,20
168,0.55,21,24
169,0.7,3,4
170,0.7,3,8
171,0.7,3,12
172,0.7,3,16
173,0.7,3,20
174,0.7,3,24
175,0.7,6,4
176,0.7,6,8
177,0.7,6,12
178,0.7,6,16
179,0.7,6,20
180,0.7,6,24
181,0.7,9,4
182,0.7,9,8
183,0.7,9,12
184,0.7,9,16
185,0.7,9,20
186,0.7,9,24
187,0.7,12,4
188,0.7,12,8
189,0.7,12,12
190,0.7,12,16
191,0.7,12,20
192,0.7,12,24
193,0.7,15,4
194,0.7,15,8
195,0.7,15,12
196,0.7,15,16
197,0.7,15,20
198,0.7,15,24
199,0.7,18,4
200,0.7,18,8
201,0.7,18,12
202,0.7,18,16
203,0.7,18,20
204,0.7,18,24
205,0.7,21,4
206,0.7,21,8
207,0.7,21,12
208,0.7,21,16
209,0.7,21,20
210,0.7,21,24
211,0.85,3,4
212,0.85,3,8
213,0.85,3,12
214,0.85,3,16
215,0.85,3,20
216,0.85,3,24
217,0.85,6,4
218,0.85,6,8
219,0.85,6,12
220,0.85,6,16
221,0.85,6,20
222,0.85,6,24
223,0.85,9,4
224,0.85,9,8
225,0.85,9,12
226,0.85,9,16
227,0.85,9,20
228,0.85,9,24
229,0.85,12,4
230,0.85,12,8
231,0.85,12,12
232,0.85,12,16
233,0.85,12,20
234,0.85,12,24
235,0.85,15,4
236,0.85,15,8
237,0.85,15,12
238,0.85,15,16
239,0.85,15,20
240,0.85,15,24
241,0.85,18,4
242,0.85,18,8
243,0.85,18,12
244,0.85,18,16
245,0.85,18,20
246,0.85,18,24
247,0.85,21,4
248,0.85,21,8
249,0.85,21,12
250,0.85,21,16
251,0.85,21,20
252,0.85,21,24
253,1,3,4
254,1,3,8
255,1,3,12
256,1,3,16
257,1,3,20
258,1,3,24
259,1,6,4
260,1,6,8
261,1,6,12
262,1,6,16
263,1,6,20
264,1,6,24
265,1,9,4
266,1,9,8
267,1,9,12
268,1,9,16
269,1,9,20
270,1,9,24
271,1,12,4
272,1,12,8
273,1,12,12
274,1,12,16
275,1,12,20
276,1,12,24
277,1,15,4
278,1,15,8
279,1,15,12
280,1,15,16
281,1,15,20
282,1,15,24
283,1,18,4
284,1,18,8
285,1,18,12
286,1,18,16
287,1,18,20
288,1,18,24
289,1,21,4
290,1,21,8
291,1,21,12
292,1,21,16
293,1,21,20
294,1,21,24
295,0.1,3,4
296,0.1,3,8
297,0.1,3,12
298,0.1,3,16
299,0.1,3,20
300,0.1,3,24
301,0.1,6,4
302,0.1,6,8
303,0.1,6,12
304,0.1,6,16
305,0.1,6,20
306,0.1,6,24
307,0.1,9,4
308,0.1,9,8
309,0.1,9,12
310,0.1,9,16
311,0.1,9,20
312,0.1,9,24
313,0.1,12,4
314,0.1,12,8
315,0.1,12,12
316,0.1,12,16
317,0.1,12,20
318,0.1,12,24
319,0.1,15,4
320,0.1,15,8
321,0.1,15,12
322,0.1,15,16
323,0.1,15,20
324,0.1,15,24
325,0.1,18,4
326,0.1,18,8
327,0.1,18,12
328,0.1,18,16
329,0.1,18,20
330,0.1,18,24
331,0.1,21,4
332,0.1,21,8
333,0.1,21,12
334,0.1,21,16
335,0.1,21,20
336,0.1,21,24
337,0.25,3,4
338,0.25,3,8
339,0.25,3,12
340,0.25,3,16
341,0.25,3,20
342,0.25,3,24
343,0.25,6,4
344,0.25,6,8
345,0.25,6,12
346,0.25,6,16
347,0.25,6,20
348,0.25,6,24
349,0.25,9,4
350,0.25,9,8
351,0.25,9,12
352,0.25,9,16
353,0.25,9,20
354,0.25,9,24
355,0.25,12,4
356,0.25,12,8
357,0.25,12,12
358,0.25,12,16
359,0.25,12,20
360,0.25,12,24
361,0.25,15,4
362,0.25,15,8
363,0.25,15,12
364,0.25,15,16
365,0.25,15,20
366,0.25,15,24
367,0.25,18,4
368,0.25,18,8
369,0.25,18,12
370,0.25,18,16
371,0.25,18,20
372,0.25,18,24
373,0.25,21,4
374,0.25,21,8
375,0.25,21,12
376,0.25,21,16
377,0.25,21,20
378,0.25,21,24
379,0.4,3,4
380,0.4,3,8
381,0.4,3,12
382,0.4,3,16
383,0.4,3,20
384,0.4,3,24
385,0.4,6,4
386,0.4,6,8
387,0.4,6,12
388,0.4,6,16
389,0.4,6,20
390,0.4,6,24
391,0.4,9,4
392,0.4,9,8
393,0.4,9,12
394,0.4,9,16
395,0.4,9,20
396,0.4,9,24
397,0.4,12,4
398,0.4,12,8
399,0.4,12,12
400,0.4,12,16
401,0.4,12,20
402,0.4,12,24
403,0.4,15,4
404,0.4,15,8
405,0.4,15,12
406,0.4,15,16
407,0.4,15,20
408,0.4,15,24
409,0.4,18,4
410,0.4,18,8
411,0.4,18,12
412,0.4,18,16
413,0.4,18,20
414,0.4,18,24
415,0.4,21,4
416,0.4,21,8
417,0.4,21,12
418,0.4,21,16
419,0.4,21,20
420,0.4,21,24
421,0.55,3,4
422,0.55,3,8
423,0.55,3,12
424,0.55,3,16
425,0.55,3,20
426,0.55,3,24
427,0.55,6,4
428,0.55,6,8
429,0.55,6,12
430,0.55,6,16
431,0.55,6,20
432,0.55,6,24
433,0.55,9,4
434,0.55,9,8
435,0.55,9,12
436,0.55,9,16
437,0.55,9,20
438,0.55,9,24
439,0.55,12,4
440,0.55,12,8
441,0.55,12,12
442,0.55,12,16
443,0.55,12,20
444,0.55,12,24
445,0.55,15,4
446,0.55,15,8
447,0.55,15,12
448,0.55,15,16
449,0.55,15,20
450,0.55,15,24
451,0.55,18,4
452,0.55,18,8
453,0.55,18,12
454,0.55,18,16
455,0.55,18,20
456,0.55,18,24
457,0.55,21,4
458,0.55,21,8
459,0.55,21,12
460,0.55,21,16
461,0.55,21,20
462,0.55,21,24
463,0.7,3,4
464,0.7,3,8
465,0.7,3,12
466,0.7,3,16
467,0.7,3,20
468,0.7,3,24
469,0.7,6,4
470,0.7,6,8
471,0.7,6,12
472,0.7,6,16
473,0.7,6,20
474,0.7,6,24
475,0.7,9,4
476,0.7,9,8
477,0.7,9,12
478,0.7,9,16
479,0.7,9,20
480,0.7,9,24
481,0.7,12,4
482,0.7,12,8
483,0.7,12,12
484,0.7,12,16
485,0.7,12,20
486,0.7,12,24
487,0.7,15,4
488,0.7,15,8
489,0.7,15,12
490,0.7,15,16
491,0.7,15,20
492,0.7,15,24
493,0.7,18,4
494,0.7,18,8
495,0.7,18,12
496,0.7,18,16
497,0.7,18,20
498,0.7,18,24
499,0.7,21,4
500,0.7,21,8
501,0.7,21,12
502,0.7,21,16
503,0.7,21,20
504,0.7,21,24
505,0.85,3,4
506,0.85,3,8
507,0.85,3,12
508,0.85,3,16
509,0.85,3,20
510,0.85,3,24
511,0.85,6,4
512,0.85,6,8
513,0.85,6,12
514,0.85,6,16
515,0.85,6,20
516,0.85,6,24
517,0.85,9,4
518,0.85,9,8
519,0.85,9,12
520,0.85,9,16
521,0.85,9,20
522,0.85,9,24
523,0.85,12,4
524,0.85,12,8
525,0.85,12,12
526,0.85,12,16
527,0.85,12,20
528,0.85,12,24
529,0.85,15,4
530,0.85,15,8
531,0.85,15,12
532,0.85,15,16
533,0.85,15,20
534,0.85,15,24
535,0.85,18,4
536,0.85,18,8
537,0.85,18,12
538,0.85,18,16
539,0.85,18,20
540,0.85,18,24
541,0.85,21,4
542,0.85,21,8
543,0.85,21,12
544,0.85,21,16
545,0.85,21,20
546,0.85,21,24
547,1,3,4
548,1,3,8
549,1,3,12
550,1,3,16
551,1,3,20
552,1,3,24
553,1,6,4
554,1,6,8
555,1,6,12
556,1,6,16
557,1,6,20
558,1,6,24
559,1,9,4
560,1,9,8
561,1,9,12
562,1,9,16
563,1,9,20
564,1,9,24
565,1,12,4
566,1,12,8
567,1,12,12
568,1,12,16
569,1,12,20
570,1,12,24
571,1,15,4
572,1,15,8
573,1,15,12
574,1,15,16
575,1,15,20
576,1,15,24
577,1,18,4
578,1,18,8
579,1,18,12
580,1,18,16
581,1,18,20
582,1,18,24
583,1,21,4
584,1,21,8
585,1,21,12
586,1,21,16
587,1,21,20
588,1,21,24
